PMID,Title,Abstract,MeSH headings,Authors,Journal,Year,Month,Source,Country,Tokens,PMCID
23152670,The relationship between patient satisfaction with service quality and survival in pancreatic cancer.,"PURPOSE: Despite the recognized relevance of symptom burden in pancreatic cancer, there has been limited exploration of whether an individual patient's satisfaction with the overall quality of care received might influence outcome. We evaluated the relationship between patient satisfaction with health service quality and survival in patients with pancreatic cancer. PATIENTS AND METHODS: A random sample of 496 pancreatic cancer patients treated at Cancer Treatment Centers of America((R)) (CTCA) between July 2007 and December 2010. A questionnaire that covered several dimensions of patient satisfaction was administered. Items were measured on a seven-point Likert scale ranging from ""completely dissatisfied"" to ""completely satisfied."" Patient survival was the primary end point. Cox regression was used to evaluate the association between patient satisfaction and survival. RESULTS: The response rate for this study was 72%. Of the 496 patients, 345 (69.6%) reported being ""completely satisfied"" with the care provided. Median overall survival was 7.9 months. On univariate analysis, patients reporting they were ""completely satisfied"" experienced superior survival compared with patients stating they were ""not completely satisfied"" (hazard ratio = 0.62; 95% confidence interval: 0.50-0.77; P < 0.001). On multivariate analysis controlling for stage at diagnosis, treatment history, and specific CTCA treatment center, ""completely satisfied"" patients demonstrated significantly lower mortality (hazard ratio = 0.63; 95% confidence interval: 0.51-0.79; P < 0.001). CONCLUSION: In this exploratory analysis, patient satisfaction with health service quality was an independent predictor of survival in pancreatic cancer. Further exploration of a possible meaningful relationship between patient satisfaction with the care they have received and outcome in this difficult malignancy is indicated.",,Gupta D; Markman M; Rodeghier M; Lis CG,Patient preference and adherence,2012,,Patient Prefer Adherence. 2012;6:765-72. doi: 10.2147/PPA.S37900. Epub 2012 Nov 1.,New Zealand,349,3496532
38001567,The Unmet Needs of Pancreatic Cancer Carers Are Associated with Anxiety and Depression in Patients and Carers.,"Pancreatic cancer has one of the lowest survival rates, and patients experience debilitating symptoms. Family carers provide essential daily care. This study determined the prevalence of and risk factors for unmet supportive care needs among carers for pancreatic cancer patients and examined which carer needs were associated with anxiety and depression in carers and patients. Eighty-four pancreatic cancer patients and their carers were recruited. The carers completed a needs survey (SCNS-P&C). Both carers and patients completed the Hospital Anxiety and Depression Scale. Log binomial regression was used to identify associations between carer needs and anxiety and depression among carers and patients. The top 10 moderate-to-high unmet needs reported by >/=28% of carers were related to healthcare (e.g., discussing concerns with doctors) and information need domains (e.g., information about a patient's physical needs), plus one other item related to hospital parking. Being male or caring for a patient within 4 months of their diagnosis were associated with greater unmet needs. Some unmet needs, including 'accessing information about treatments' and 'being involved in patient care', were associated with both carers and patients having anxiety and depression. Carers should be involved in health care consultations and provided with information and opportunities to discuss concerns.",,Huynh TNT; Hartel G; Janda M; Wyld D; Merrett N; Gooden H; Neale RE; Beesley VL,Cancers,2023,Nov,Cancers (Basel). 2023 Nov 7;15(22):5307. doi: 10.3390/cancers15225307.,Switzerland,498,10670364
31245208,A Case of Rapidly Deteriorating Lymphangitic Carcinomatosis in a Patient with Stage IV Pancreatic Cancer.,"Pulmonary lymphangitic carcinomatosis (PLC) is defined as a tumor in the lung lymphatic vessels. It is rarely seen as a result of malignancy and generally carries a poor prognosis. Proper knowledge of the clinical presentation is important for physicians to be aware of in order to consider a diagnosis of PLC. We present the case of a 52-year-old Caucasian gentleman who initially came to the hospital with a three-week history of dyspnea. In the hospital, a diagnosis of Stage 4 pancreatic cancer with a lymphangitic spread of the tumor to the lungs was made. Despite optimal treatment, the patient required mechanical ventilation for acute hypoxic respiratory failure. PLC is a relatively rare manifestation of malignancy; yet, it generally carries a poor prognosis. It may occur during the course of malignancy or may represent as the first findings in malignancy. It is important for physicians to be aware of the clinical presentations of PLC in order to ensure timely treatment. Oftentimes, PLC can be diagnosed through clinical judgment alone without the need for radiological support and other invasive measures.",,Aslam HM; Zhi C; Nadeem M; Arsalan M; Wallach SL,Cureus,2019,Apr,Cureus. 2019 Apr 9;11(4):e4421. doi: 10.7759/cureus.4421.,United States,228,6559437
36769322,Salivary Polyamines Help Detect High-Risk Patients with Pancreatic Cancer: A Prospective Validation Study.,"Pancreatic cancer is one of the most malignant cancer types and has a poor prognosis. It is often diagnosed at an advanced stage because of the absence of typical symptoms. Therefore, it is necessary to establish a screening method for the early detection of pancreatic cancer in high-risk individuals. This is a prospective validation study conducted in a cohort of 1033 Japanese individuals (male, n = 467, age = 63.3 +/- 11.5 years; female, n = 566, age = 64.2 +/- 10.6 years) to evaluate the use of salivary polyamines for screening pancreatic diseases and cancers. Patients with pancreatic cancer were not included; however, other pancreatic diseases were treated as positive cases for accuracy verification. Of the 135 individuals with elevated salivary polyamine markers, 66 had pancreatic diseases, such as chronic pancreatitis and pancreatic cysts, and 1 had gallbladder cancer. These results suggest that the salivary polyamine panel is a useful noninvasive pancreatic disease screening tool.",Humans; Male; Female; Middle Aged; Aged; Polyamines; *Pancreatic Neoplasms/diagnosis; *Pancreatic Diseases; Pancreas,Nose D; Sugimoto M; Muta T; Miura SI,International journal of molecular sciences,2023,Feb,Int J Mol Sci. 2023 Feb 3;24(3):2998. doi: 10.3390/ijms24032998.,Switzerland,216,9918012
38067306,Timing of Initiation of Palliative Chemotherapy in Asymptomatic Patients with Metastatic Pancreatic Cancer: An International Expert Survey and Case-Vignette Study.,"Background: The use of imaging, in general, and during follow-up after resection of pancreatic cancer, is increasing. Consequently, the number of asymptomatic patients diagnosed with metastatic pancreatic cancer (mPDAC) is increasing. In these patients, palliative systemic therapy is the only tumor-directed treatment option; hence, it is often immediately initiated. However, delaying therapy in asymptomatic palliative patients may preserve quality of life and avoid therapy-related toxicity, but the impact on survival is unknown. This study aimed to gain insight into the current perspectives and clinical decision=making of experts regarding the timing of treatment initiation of patients with asymptomatic mPDAC. Methods: An online survey (13 questions, 9 case-vignettes) was sent to all first and last authors of published clinical trials on mPDAC over the past 10 years and medical oncologists of the Dutch Pancreatic Cancer Group. Inter-rater variability was determined using the Kappa Light test. Differences in the preferred timing of treatment initiation among countries, continents, and years of experience were analyzed using Fisher's exact test. Results: Overall, 78 of 291 (27%) medical oncologists from 15 countries responded (62% from Europe, 23% from North America, and 15% from Asia-Pacific). The majority of respondents (63%) preferred the immediate initiation of chemotherapy following diagnosis. In 3/9 case-vignettes, delayed treatment was favored in specific clinical contexts (i.e., patient with only one small lung metastasis, significant comorbidities, and higher age). A significant degree of inter-rater variability was present within 7/9 case-vignettes. The recommended timing of treatment initiation differed between continents for 2/9 case-vignettes (22%), in 7/9 (77.9%) comparing the Netherlands with other countries, and based on years of experience for 5/9 (56%). Conclusions: Although the response rate was limited, in asymptomatic patients with mPDAC, immediate treatment is most often preferred. Delaying treatment until symptoms occur is considered in patients with limited metastatic disease, more comorbidities, and higher age.",,Augustinus S; van Laarhoven HWM; Cirkel GA; de Groot JWB; Groot Koerkamp B; Macarulla T; Melisi D; O'Reilly EM; van Santvoort HC; Mackay TM; Besselink MG; Wilmink JW,Cancers,2023,Nov,Cancers (Basel). 2023 Nov 27;15(23):5603. doi: 10.3390/cancers15235603.,Switzerland,617,10705283
27812517,A Study on the Dietary Intake and the Nutritional Status among the Pancreatic Cancer Surgical Patients.,"The adequate dietary intake is important to maintain the nutritional status of the patients after pancreatic cancer surgery. This prospective study was designed to investigate the dietary intake and the nutritional status of the patients who had pancreatic cancer surgery. Thirty-one patients (15 men, 16 women) were enrolled and measured body weight, body mass index (BMI), nutritional risk index (NRI), and Malnutrition Universal Screening Tool (MUST). Actual oral intake with nutritional impact symptoms recorded on the clinical research foam at every meal and medical information were collected from electronic medical charts. The rates of malnutrition at admission were 45.1% (14/31) and 28.9% (9/31) by NRI and MUST method, respectively, but those were increased to 87% (27/31) and 86.6% (26/31) after operation on discharge. The median values of daily intake of energy, carbohydrates, fat, and protein were 588.1 kcal, 96.0 g, 11.8 g, and 27.0 g, respectively. Most patients (n = 20, 64.5%) experienced two or more symptoms such as anorexia, abdominal bloating and early satiety. There were negative correlations between C-reactive protein (CRP) levels and the intake of total energy, protein, fat, and zinc. The rates of malnutrition were increased sharply after surgery and the dietary intake also influenced the inflammatory indicators. The results suggested that need of considering special therapeutic diets for the patients who received pancreatic surgery.",,Kang J; Park JS; Yoon DS; Kim WJ; Chung HY; Lee SM; Chang N,Clinical nutrition research,2016,Oct,Clin Nutr Res. 2016 Oct;5(4):279-289. doi: 10.7762/cnr.2016.5.4.279. Epub 2016 Oct 31.,Korea (South),336,5093225
39457673,Characteristics of Gut Microbiome in the Murine Model of Pancreatic Cancer with Damp-Heat Syndrome.,"PURPOSE: Murine models of pancreatic cancer with damp-heat syndrome were established based on two methods to explore the differences in the composition of intestinal flora and to seek characteristic genera with potential for model evaluation. METHODS: In our study, thirty-four C57BL/6J male mice were randomly divided into a control group (Con), a model group (Mod), a classic damp-heat syndrome group (CDHS), and a climate-chamber group (CC). CDHS and CC groups were fed with a high-fat diet and glucose water, while the CDHS group was given 2.4 g/kg alcohol by gavage for 10 days, and the CC group was placed in a climatic chamber with a set temperature of (32 +/- 1)  degrees C and humidity of (92 +/- 2)% for 10 days. The Mod group, CDHS group, and CC group underwent tumor-building experiments on day 11. Tumorigenicity was then assessed twice a week. After 4 weeks, feces, colon tissue, and tumor tissue were taken from the mice and were tested, and the mice were euthanized afterwards. RESULTS: Mice in the CDHS and CC groups showed symptoms similar to the clinical damp-heat syndrome observed in traditional Chinese medicine (TCM), and exhibited a worse general condition and more rapid tumor growth trend than those in the Mod group. The pathological examination indicated that inflammation was prevalent in the CDHS and CC groups. Both groups had a disrupted intestinal barrier and an overgrowth of pathogenic bacteria such as c_Gammaproteobacteria, o_Enterobacteriales, and g_Bacteroides. Their microbiota composition showed greater diversity. CONCLUSIONS: Intestinal flora may have a promising future in the discovery of indicators for evaluating a model of damp-heat syndrome in pancreatic cancer.",,Tong Y; Han F; Liu M; Xu T; Zhang A; Qin J; Zhang Y; Qian X,Biomedicines,2024,Oct,Biomedicines. 2024 Oct 16;12(10):2360. doi: 10.3390/biomedicines12102360.,Switzerland,345,11504882
35204468,"Diagnostic Strategy of Early Stage Pancreatic Cancer via Clinical Predictor Assessment: Clinical Indicators, Risk Factors and Imaging Findings.","Early detection of pancreatic ductal adenocarcinoma (PDAC) in the general population is difficult due to unknown clinical characteristics. This study was conducted to clarify the factors associated with early stage PDAC. Well-known symptoms and factors associated with PDAC were classified into clinical indicators, risk factors, and imaging findings concomitant with early stage PDAC. To analyze these factors for the detection of patients with early stage PDAC compared to patients without PDAC, we constructed new diagnostic strategies. The factors of 35 patients with early stage PDAC (stage 0 and IA) and 801 patients without PDAC were compared retrospectively. Clinical indicators; presence and number of indicators, elevated pancreatic enzyme level, tumor biomarker level, acute pancreatitis history, risk factors; familial pancreatic cancer, diabetes mellitus, smoking history, imaging findings; presence and number of findings, and main pancreatic duct dilation were significant factors for early stage PDAC detection. A new screening strategy to select patients who should be examined by imaging modalities from evaluating clinical indicators and risk factors and approaching a definitive diagnosis by evaluating imaging findings had a relatively high sensitivity, specificity, and areas under the curve of 80.0%, 80.8%, and 0.80, respectively. Diagnosis based on the new category and strategy may be reasonable for early stage PDAC detection.",,Sagami R; Sato T; Mizukami K; Motomura M; Okamoto K; Fukuchi S; Otsuka Y; Abe T; Ono H; Mori K; Wada K; Iwaki T; Nishikiori H; Honda K; Amano Y; Murakami K,"Diagnostics (Basel, Switzerland)",2022,Feb,Diagnostics (Basel). 2022 Feb 1;12(2):377. doi: 10.3390/diagnostics12020377.,Switzerland,318,8871200
33505144,Oral microbiome and pancreatic cancer.,"BACKGROUND: Microbiota profiles differ between patients with pancreatic cancer and healthy people, and understanding these differences may help in early detection of pancreatic cancer. Saliva sampling is an easy and cost-effective way to determine microbiota profiles compared to fecal and tissue sample collection. AIM: To investigate the saliva microbiome distribution in patients with pancreatic adenocarcinoma (PDAC) and the role of oral microbiota profiles in detection and risk prediction of pancreatic cancer. METHODS: We conducted a prospective study of patients with pancreatic cancer (n = 41) and healthy individuals (n = 69). Bacterial taxa were identified by 16S ribosomal ribonucleic acid gene sequencing, and a linear discriminant analysis effect size algorithm was used to identify differences in taxa. Operational taxonomic unit values of all selected taxa were converted into a normalized Z-score, and logistic regressions were used to calculate risk prediction of pancreatic cancer. RESULTS: Compared with the healthy control group, carriage of Streptococcus and Leptotrichina (z-score) was associated with a higher risk of PDAC [odds ratio (OR) = 5.344, 95% confidence interval (CI): 1.282-22.282, P = 0.021 and OR = 6.886, 95%CI: 1.423-33.337, P = 0.016, respectively]. Veillonella and Neisseria (z-score) were considered a protective microbe that decreased the risk of PDAC (OR = 0.187, 95%CI: 0.055-0.631, P = 0.007 and OR = 0.309, 95%CI: 0.100-0.952, P = 0.041, respectively). Among the patients with PDAC, patients reporting bloating have a higher abundance of Porphyromonas (P = 0.039), Fusobacterium (P = 0.024), and Alloprevotella (P = 0.041); while patients reporting jaundice had a higher amount of Prevotella (P = 0.008); patients reporting dark brown urine had a higher amount of Veillonella (P = 0.035). Patients reporting diarrhea had a lower amount of Neisseria and Campylobacter (P = 0.024 and P = 0.034), and patients reporting vomiting had decreased Alloprevotella (P = 0.036). CONCLUSION: Saliva microbiome was able to distinguish patients with pancreatic cancer and healthy individuals. Leptotrichia may be specific for patients living in Sichuan Province, southwest China. Symptomatic patients had different bacteria profiles than asymptomatic patients. Combined symptom and microbiome evaluation may help in the early detection of pancreatic cancer.","*Adenocarcinoma; China; Humans; *Microbiota; *Pancreatic Neoplasms; Prospective Studies; RNA, Ribosomal, 16S/genetics; Saliva",Wei AL; Li M; Li GQ; Wang X; Hu WM; Li ZL; Yuan J; Liu HY; Zhou LL; Li K; Li A; Fu MR,World journal of gastroenterology,2020,Dec,World J Gastroenterol. 2020 Dec 28;26(48):7679-7692. doi: 10.3748/wjg.v26.i48.7679.,United States,450,7789059
36564539,Health state utility values for metastatic pancreatic cancer using a composite time trade-off based on the vignette-based approach in Japan.,"BACKGROUNDS: Limited information is available on the utility values of metastatic pancreatic cancer, focusing on different health statuses, selected chemotherapy, and related grades 1/2 and 3/4 adverse events (AEs). We evaluated Japanese societal-based health-related utility values for metastatic pancreatic cancer by considering different grade toxicities commonly associated with chemotherapy using the vignette-based method. METHODS: We developed health status scenarios for patients with metastatic pancreatic cancer undergoing chemotherapy and conducted utility research using the developed scenarios in four steps: 'literature review,' 'exploratory interview,' 'content validation', and 'utility research'. In the development process, to consider the impact of AEs of chemotherapy for metastatic pancreatic cancer on health state utility values, we selected neutropenia, febrile neutropenia, diarrhea, nausea and vomiting, and neuropathy as representative AEs. Each AE was classified as either grade 1/2 or 3/4. We confirmed our created scenarios through cognitive interviews with the general population and clinical experts to validate the content. Finally, we developed 11 scenarios for using 'utility research,' evaluated in a societal-based valuation study using the face-to-face method. Participants for 'utility research' were the general population, and they evaluated these scenarios in the composite time trade-off (cTTO) and visual analog scale (VAS) of the European quality of life (EuroQol) valuation technology to derive health state utility scores. RESULTS: Of 220 responders who completed this survey, 201 were adapted into the analysis population. Stable disease with no AEs (reference state) had a mean utility value of 0.653 using cTTO. The lowest mean utility score in the stable state was 0.242 (stable disease + grade 3/4 vomiting). VAS results ranged from 0.189 to 0.468, depending on the various grades of AEs in stable disease. In addition, grade 3/4 AEs and grade 1/2 nausea/vomiting were associated with significantly greater disutility. Utility values were also strongly influenced by the direct impact of AE on physical symptoms, severity and their experience. In addition, 95.9% of the respondents agreed that they understood the questions in the post-response questionnaire. CONCLUSIONS: We clarified the health state utility values of patients with metastatic pancreatic cancer based on the general population in Japan. The effect on utilities should be considered not only for serious AEs, but also for minor AEs.",,Takumoto Y; Sasahara Y; Narimatsu H; Murata T; Akazawa M,Health economics review,2022,Dec,Health Econ Rev. 2022 Dec 24;12(1):63. doi: 10.1186/s13561-022-00413-8.,Germany,452,9789314
40235863,Efficacy and safety of early pancreatic duct stenting for unresectable pancreatic cancer: A randomized controlled trial.,"BACKGROUND: Palliative care for unresectable pancreatic cancer (PC) focuses mainly on the symptoms of the disease, including abdominal pain, obstructive jaundice, and malnutrition. Biliary stent placement using endoscopic retrograde cholangiopancreatography (ERCP) to relieve biliary obstruction has become an internationally recognized treatment. Although a few studies have evaluated the efficacy of endoscopic pancreatic duct stenting in advanced PC, no consensus exists on the use of endoscopic treatment to relieve pain and improve nutritional status. AIM: To evaluate the efficacy and safety of early pancreatic duct stenting in patients with unresectable PC. METHODS: Patients with unresectable PC were recruited. The participants were randomized into two groups: The double-stent group underwent ERCP with a fully-covered self-expandable metallic biliary stent (FCSEMS) and a pancreatic duct stent, while the single-stent group underwent ERCP with an FCSEMS only. Abdominal pain, nutritional status, and incidence of adverse events were compared between the two groups using the SPSS software. RESULTS: Seventy-eight patients with unresectable PC were included in the analysis (40 and 38 in the double- and single-stent groups, respectively). The median pain scores of patients in the double-stent group were lower than those in the single-stent group at 1 (0 vs 2.5, P = 0.002), 2 (0 vs 3, P < 0.001), 3 (0 vs 4, P < 0.001), and 6 months (0 vs 4, P < 0.001) after ERCP. Total serum protein levels in patients in the double-stent group were higher than those in the single-stent group (66.6 +/- 8.4 g/L vs 60.4 +/- 4.0 g/L, P = 0.046) 6 months postoperatively. The body mass index (BMI) of patients in both groups decreased at six months. However, the BMI in the single-stent group was higher than that in the double-stent group (P < 0.001). CONCLUSION: Early pancreatic duct stenting reduces abdominal pain and improves nutritional status in patients with unresectable PC without reducing the technical success rate or increasing the incidence of adverse events.",,Sun MH; Shen HZ; Jin HB; Yang JF; Zhang XF,World journal of gastrointestinal oncology,2025,Apr,World J Gastrointest Oncol. 2025 Apr 15;17(4):103311. doi: 10.4251/wjgo.v17.i4.103311.,China,352,11995310
39398405,An Overview of Pancreatic Cancer Diagnosis and Treatment in China: Current Landscape and Future Prospects.,"This comprehensive literature review is to summarize the most recent findings regarding the causes, diagnosis, and treatments of pancreatic cancer and to encourage additional investigation into this under-researched malignant tumor. Pancreatic cancer is a significant public health issue in China, with annual mortality rates almost equal to incidence rates. The disease is more prevalent in rural areas and has a poor prognosis. The data was collected from the following databases: Pub Med, Cross ref, Science Direct, Scopus, and Google Scholar we reviewed published articles from 2018 to 2023 on the annual incidence of pancreatic cancer in China is 5.1%, with only 5-7% of patients completely cured. The prognosis is extremely poor, with a 1-year survival rate of 8% and a 5-year survival rate of 3%. Pancreatic cancer has no specific clinical manifestations or tumor markers, and its characteristics are not typical of high-risk factors including smoking, alcohol, chronic pancreatitis, abnormal microorganism metabolism, blood type, and glucose and lipid levels. For increased detection and survival rates, pancreatic cancer must be diagnosed as early as possible. However, the low specificity of tumor markers calls for more study. Future treatment strategies could include immunotherapy and a microbiology-free system, and it's anticipated that they'll offer intriguing clinical applications for extending patients' lives with pancreatic cancer. Finally, we suggest measures to improve the health outcomes of pancreatic cancer patients in China.",,Hidig SM,Nigerian medical journal : journal of the Nigeria Medical Association,2024,Jul-Aug,Niger Med J. 2024 Sep 26;65(4):387-397. doi: 10.60787/nmj-v65i3-376. eCollection 2024 Jul-Aug.,Nigeria,464,11470284
