article_id,entity,label,dataset,cui,preferred_name,rootSource,semantic_types
PMC7717574,treatment,TREATMENT,PMC,C1522326,Treating,MTH,Functional Concept
PMC7717574,opium,TREATMENT,PMC,C0029112,opium,MTH,"Organic Chemical, Pharmacologic Substance"
PMC7717574,pc survival,TREATMENT,PMC,,,,
PMC7861334,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7861334,cancerspecific symptoms,PROBLEM,PMC,,,,
PMC7861334,a reliable screening tool,TEST,PMC,,,,
PMC7861334,an artificial neural network,TREATMENT,PMC,,,,
PMC7861334,pancreatic lung colorectal and ovarian cancer,PROBLEM,PMC,,,,
PMC7861334,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7861334,pancreatic cancer risk,PROBLEM,PMC,C1842408,increased risk of pancreatic cancer,HPO,Finding
PMC7861334,a sensitivity,TEST,PMC,C2349185,Signal Sensitivity,MTH,Qualitative Concept
PMC7861334,a specificity,TEST,PMC,C0037791,Specificity,MTH,Quantitative Concept
PMC7861334,the receiver operating characteristic curve,TEST,PMC,,,,
PMC7861334,the training and,TEST,PMC,C0220931,Training,MTH,Educational Activity
PMC7861334,testing cohorts,TEST,PMC,,,,
PMC7861334,pancreatic cancer risk,PROBLEM,PMC,C1842408,increased risk of pancreatic cancer,HPO,Finding
PMC7861334,high discriminatory power,PROBLEM,PMC,,,,
PMC7861334,a novel approach,TREATMENT,PMC,,,,
PMC7861334,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7861334,tailored screening,TEST,PMC,,,,
PMC7861334,intervention,TREATMENT,PMC,C1273869,Intervention regimes,MTH,Health Care Activity
PMC7861334,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC7861334,an auc,TEST,PMC,C1708492,Increased Drug AUC,NCI,Finding
PMC7861334,tailored screening,TEST,PMC,,,,
PMC7861334,risk management,TREATMENT,PMC,C0035649,Risk Management,MSH,Health Care Activity
PMC7861334,current screening techniques,TEST,PMC,C4713409,"Screen for current decreased energy level, inability to concentrate, or other concurrent symptoms that may interfere with cognitive ability to focus on relaxation technique",NIC,Health Care Activity
PMC7861334,more,TEST,PMC,C0205172,More,MTH,Quantitative Concept
PMC7861334,testing,TEST,PMC,C0039593,Testing,MTH,Functional Concept
PMC4014591,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4014591,the most lethal cancers,PROBLEM,PMC,,,,
PMC4014591,management,TREATMENT,PMC,C0376636,Disease Management,MTH,Health Care Activity
PMC4014591,the disease,PROBLEM,PMC,C0012634,Disease,MTH,Disease or Syndrome
PMC4014591,specific symptoms,PROBLEM,PMC,C0014591,Epistaxis,MTH,Pathologic Function
PMC4014591,the disease,PROBLEM,PMC,C0012634,Disease,MTH,Disease or Syndrome
PMC4014591,several growth factor receptors,PROBLEM,PMC,,,,
PMC4014591,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4014591,an rna interference approach,TREATMENT,PMC,,,,
PMC4014591,pancreatic cancer growth,PROBLEM,PMC,,,,
PMC4014591,metastasis,PROBLEM,PMC,C4255448,Metastasis,MTH,Pathologic Function
PMC4014591,igf1r inhibition,TREATMENT,PMC,C5669515,IGF-1R Inhibition,NCI,Therapeutic or Preventive Procedure
PMC4014591,small interfering rna sirnas,TREATMENT,PMC,C1099354,"RNA, Small Interfering",MTH,"Nucleic Acid, Nucleoside, or Nucleotide, Biologically Active Substance"
PMC4014591,tumor growth,PROBLEM,PMC,C0598934,tumor growth,CHV,Neoplastic Process
PMC4014591,metastasis in hpac,PROBLEM,PMC,,,,
PMC4014591,panc1 pancreatic cancer cell lines,PROBLEM,PMC,,,,
PMC4014591,silencing igf1r,PROBLEM,PMC,,,,
PMC4014591,pancreatic cancer growth,PROBLEM,PMC,,,,
PMC4014591,metastasis,PROBLEM,PMC,C4255448,Metastasis,MTH,Pathologic Function
PMC4014591,blocking key signaling pathways,PROBLEM,PMC,,,,
PMC4014591,aktpi3k,TEST,PMC,,,,
PMC4014591,mapk,TEST,PMC,C1370600,MAP Kinase Gene,MTH,Gene or Genome
PMC4014591,jakstat,TEST,PMC,,,,
PMC4014591,emt,TEST,PMC,C0013963,Emergency Medical Technicians,MTH,Professional or Occupational Group
PMC4014591,silencing igf1r,TREATMENT,PMC,,,,
PMC4014591,an antiproliferative effect,PROBLEM,PMC,,,,
PMC4014591,hpac pancreatic cancer cell lines,PROBLEM,PMC,,,,
PMC4014591,matrigel invasion,PROBLEM,PMC,C1513015,Matrigel Invasion Assay,NCI,Laboratory Procedure
PMC4014591,transwell migration,TEST,PMC,,,,
PMC4014591,wound healing assays,TEST,PMC,,,,
PMC4014591,igf1r,PROBLEM,PMC,C1334088,IGF1R gene,MTH,Gene or Genome
PMC4014591,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4014591,western blotting analysis,TEST,PMC,C0949466,Western Blot,MTH,Laboratory Procedure
PMC4014591,key intermediates,PROBLEM,PMC,,,,
PMC4014591,proliferation,PROBLEM,PMC,C1514485,Proliferation,MTH,Functional Concept
PMC4014591,epithelial mesenchymal transition,PROBLEM,PMC,C1523298,epithelial to mesenchymal transition,MTH,Cell Function
PMC4014591,invasion,PROBLEM,PMC,C2699153,Cell Invasion,MTH,Pathologic Function
PMC4014591,soft agar assays,TEST,PMC,C1519406,Soft Agar Assay,NCI,Laboratory Procedure
PMC4014591,silencing igf1r,PROBLEM,PMC,,,,
PMC4014591,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4014591,flow cytometric analysis,TEST,PMC,,,,
PMC4014591,apoptosis in igf1r silenced cells,PROBLEM,PMC,,,,
PMC4014591,silencing igf1r,PROBLEM,PMC,,,,
PMC4014591,insulin receptor,TREATMENT,PMC,C0034818,Insulin Receptor,MTH,"Amino Acid, Peptide, or Protein, Enzyme, Receptor"
PMC4014591,pancreatic cancer cell growth,PROBLEM,PMC,,,,
PMC4014591,metastasis,PROBLEM,PMC,C4255448,Metastasis,MTH,Pathologic Function
PMC4014591,igf1r,PROBLEM,PMC,C1334088,IGF1R gene,MTH,Gene or Genome
PMC4014591,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4014591,our study,TEST,PMC,,,,
PMC4014591,silencing igf1r,PROBLEM,PMC,,,,
PMC4014591,colony forming capability,PROBLEM,PMC,,,,
PMC4014591,invasivemetastatic potential,PROBLEM,PMC,,,,
PMC4014591,pancreatic ductal adenocarcinoma cells,PROBLEM,PMC,C1880425,Ductal Cell Adenocarcinoma of the Rat Pancreas,NCI,Neoplastic Process
PMC4014591,apoptosis,PROBLEM,PMC,C0162638,Apoptosis,MTH,Cell Function
PMC4014591,emt,PROBLEM,PMC,C0013963,Emergency Medical Technicians,MTH,Professional or Occupational Group
PMC4014591,key molecular pathways,PROBLEM,PMC,,,,
PMC4014591,igf1r,PROBLEM,PMC,C1334088,IGF1R gene,MTH,Gene or Genome
PMC4014591,pdac,TEST,PMC,,,,
PMC4014591,pi3kakt,TEST,PMC,,,,
PMC4014591,mapkerk,TEST,PMC,,,,
PMC4014591,jakstat signaling cascades,TEST,PMC,,,,
PMC4014591,igfirtargeting drugs,TREATMENT,PMC,,,,
PMC4014591,pdac,PROBLEM,PMC,,,,
PMC4014591,igf1r,TREATMENT,PMC,C1334088,IGF1R gene,MTH,Gene or Genome
PMC4014591,pdac tumorigenesis,PROBLEM,PMC,,,,
PMC4014591,pdac treatment,TREATMENT,PMC,,,,
PMC4014591,harmful offtarget physiologic effects,PROBLEM,PMC,,,,
PMC4014591,pancreatic cancer cells,PROBLEM,PMC,C3824982,Pancreatic acinar cells--Cancer,LCH_NW,Cell
PMC4014591,igf1r,TREATMENT,PMC,C1334088,IGF1R gene,MTH,Gene or Genome
PMC11256648,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC11256648,a clinically challenging tumor,PROBLEM,PMC,,,,
PMC11256648,available therapies,TREATMENT,PMC,C5914805,"Ensure pulse oximetry available to monitor response to therapy, as indicated",NIC,Health Care Activity
PMC11256648,early symptoms,PROBLEM,PMC,C0343666,Early congenital syphilis with symptoms,MTH,Disease or Syndrome
PMC11256648,known detectable biomarkers,PROBLEM,PMC,,,,
PMC11256648,this disease,PROBLEM,PMC,C1548571,Infectious disease: this location can be used for isolation,HL7V2.5,Intellectual Product
PMC11256648,pc biology,PROBLEM,PMC,,,,
PMC11256648,cancerimmune cell interactions,PROBLEM,PMC,,,,
PMC11256648,the,PROBLEM,PMC,C0304113,rose oil,MTH,"Organic Chemical, Pharmacologic Substance"
PMC11256648,circulating immune cells,PROBLEM,PMC,,,,
PMC11256648,tumor development,PROBLEM,PMC,C1850355,Propensity to tumor development,OMIM,Finding
PMC11256648,an increasingly immunogenic microenvironment,PROBLEM,PMC,,,,
PMC11256648,tumor homeostasis,PROBLEM,PMC,,,,
PMC11256648,the feedback loop between thetumorimmunemicroenvironment,TREATMENT,PMC,,,,
PMC11256648,pancreatic precancerous lesions,PROBLEM,PMC,,,,
PMC11256648,disease development,PROBLEM,PMC,C0494698,Dental Developmental Disorder,MTH,Disease or Syndrome
PMC11256648,liquid biopsy biomarkers,TEST,PMC,,,,
PMC11256648,pc,PROBLEM,PMC,C1418288,PC gene,MTH,Gene or Genome
PMC11256648,new molecular therapeutic targets,PROBLEM,PMC,,,,
PMC11256648,biomarkers,TEST,PMC,C0005516,Biological Markers,MTH,Clinical Attribute
PMC11256648,treatment,TREATMENT,PMC,C1522326,Treating,MTH,Functional Concept
PMC11256648,pc,PROBLEM,PMC,C1418288,PC gene,MTH,Gene or Genome
PMC11256648,dynamic biomarkers,TEST,PMC,,,,
PMC11256648,early detection,TEST,PMC,C0596473,Early Diagnosis,MSH,Diagnostic Procedure
PMC11256648,these biomarkers,TEST,PMC,,,,
PMC11256648,inflammatory cytokines,PROBLEM,PMC,C5975258,Elevated inflammatory cytokines,OMIM,Finding
PMC11256648,chemokines,TEST,PMC,C0282554,chemokine,MTH,"Amino Acid, Peptide, or Protein, Immunologic Factor"
PMC11256648,growth factors,PROBLEM,PMC,C0018284,Growth Factor,MTH,"Amino Acid, Peptide, or Protein, Biologically Active Substance"
PMC11256648,the inflammatory processes,PROBLEM,PMC,C0749224,SYSTEMIC INFLAMMATORY PROCESS,CCPSS,Disease or Syndrome
PMC11256648,tumor progression,PROBLEM,PMC,C0178874,Tumor Progression,MTH,Neoplastic Process
PMC11256648,integrative approaches,TREATMENT,PMC,C5932536,Uses integrative approaches to tobacco-alcohol therapy with medications for nicotine dependence,NOC,Finding
PMC11256648,pc onset,PROBLEM,PMC,,,,
PMC11256648,this integrated analysis,TEST,PMC,,,,
PMC11256648,blood biomarkers,TEST,PMC,C5876322,"gene expression profiling by RNA sequencing of 15 biomarkers, in whole blood, for anxiety disorder risk",MEDCIN,Laboratory Procedure
PMC11256648,bidirectional,TREATMENT,PMC,C1706937,Bidirectional,NCI,Qualitative Concept
PMC11256648,early pc lesions,PROBLEM,PMC,,,,
PMC11256648,clinical trials,TREATMENT,PMC,C0008976,Clinical Trials,MTH,Research Activity
PMC11256648,these biomarkers,TEST,PMC,,,,
PMC11256648,diagnostic strategies,TREATMENT,PMC,,,,
PMC11256648,pc,PROBLEM,PMC,C1418288,PC gene,MTH,Gene or Genome
PMC11256648,cancer,PROBLEM,PMC,C0998265,Cancer <Cancridae>,MTH,Eukaryote
PMC11256648,a systemic disease,PROBLEM,PMC,C0442893,Systemic disease,MTH,Disease or Syndrome
PMC11256648,the primary tumor,PROBLEM,PMC,C4745081,New Primary Tumor,NCI,Finding
PMC11256648,comprehensive studies,TEST,PMC,C2697864,Label Comprehension Studies,NCI,Regulation or Law
PMC11256648,treatment,TREATMENT,PMC,C1522326,Treating,MTH,Functional Concept
PMC11256648,pc,PROBLEM,PMC,C1418288,PC gene,MTH,Gene or Genome
PMC9476854,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC9476854,prevention,TREATMENT,PMC,C2700409,prevention aspects,MTH,Qualitative Concept
PMC9476854,effective treatment,TREATMENT,PMC,C0510269,Discuss effective and ineffective methods of prior treatment,NIC,Health Care Activity
PMC9476854,hepatitis b virus hbv,PROBLEM,PMC,C0019169,hepatitis B virus,MTH,Virus
PMC9476854,cancer,PROBLEM,PMC,C0998265,Cancer <Cancridae>,MTH,Eukaryote
PMC9476854,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC9476854,previous hbv infection,PROBLEM,PMC,,,,
PMC9476854,viral biomarkers,PROBLEM,PMC,,,,
PMC9476854,pancreatic ductal adenocarcinoma,PROBLEM,PMC,C1335302,Pancreatic Ductal Adenocarcinoma,MTH,Neoplastic Process
PMC9476854,the virus,PROBLEM,PMC,C0042776,Virus,MTH,Virus
PMC9476854,this cancer,PROBLEM,PMC,C4697846,Evidence of this Cancer,LNC,Finding
PMC9476854,hepatitis b surface antigennegative,TEST,PMC,,,,
PMC9476854,the final analysis,TEST,PMC,C3897773,Raw Dataset for Final Analysis,NCI,Intellectual Product
PMC9476854,pdac,TEST,PMC,,,,
PMC9476854,cytology,TEST,PMC,C0010819,Cytology,MTH,Biomedical Occupation or Discipline
PMC9476854,histology,TEST,PMC,C0019638,Histology,MTH,Biomedical Occupation or Discipline
PMC9476854,hbv biomarkers,TEST,PMC,,,,
PMC9476854,hepatitis b core antigen,TEST,PMC,C0019166,Hepatitis B Core Antigen,MTH,Immunologic Factor
PMC9476854,antibody,TEST,PMC,C0003241,Antibodies,MTH,"Amino Acid, Peptide, or Protein, Pharmacologic Substance, Immunologic Factor"
PMC9476854,hepatitis b surface antigen,TEST,PMC,C0019168,Hepatitis B Surface Antigens,MTH,"Amino Acid, Peptide, or Protein, Pharmacologic Substance, Immunologic Factor"
PMC9476854,hbv dna,TEST,PMC,C1256114,Hbv DNA Test,CPM,Laboratory Procedure
PMC9476854,pdac,PROBLEM,PMC,,,,
PMC9476854,biomarkers in resected pancreatic tissues,PROBLEM,PMC,,,,
PMC9476854,hbv pregenomic rna,PROBLEM,PMC,,,,
PMC9476854,covalently closed circular dna,PROBLEM,PMC,,,,
PMC9476854,immunohistochemistry staining,TEST,PMC,C3469417,stool immunohistochemistry stain,MEDCIN,Laboratory Procedure
PMC9476854,pancreatic tissues,TEST,PMC,C0994638,Ectopic pancreatic tissue,HPO,Finding
PMC9476854,hepatitis b virus x antigen,PROBLEM,PMC,C0062529,hepatitis B virus X protein,MSH,"Amino Acid, Peptide, or Protein, Immunologic Factor"
PMC9476854,ki67 protein,TEST,PMC,,,,
PMC9476854,nonparametric statistics,TEST,PMC,C0242932,"Statistics, Nonparametric",MSH,Quantitative Concept
PMC9476854,the analysis,TEST,PMC,C0936012,Analysis,MTH,Research Activity
PMC9476854,antihbc,TEST,PMC,,,,
PMC9476854,pdac,TREATMENT,PMC,,,,
PMC9476854,pdac,PROBLEM,PMC,,,,
PMC9476854,previous hbv infection,PROBLEM,PMC,,,,
PMC9476854,hbv dna,TEST,PMC,C1256114,Hbv DNA Test,CPM,Laboratory Procedure
PMC9476854,pdac,TEST,PMC,,,,
PMC9476854,the pancreatic tumor,PROBLEM,PMC,C0941236,Pancreatic/biliary tumor,MTHMST,Neoplastic Process
PMC9476854,antihbc,TEST,PMC,,,,
PMC9476854,blood hbv dna,TEST,PMC,,,,
PMC9476854,the serum antihbc test,TEST,PMC,,,,
PMC9476854,pdac,TEST,PMC,,,,
PMC9476854,replicative competence,PROBLEM,PMC,C2612402,replication-competent complex,GO,Cell Component
PMC9476854,the virus,PROBLEM,PMC,C0042776,Virus,MTH,Virus
PMC9476854,pregenomic,PROBLEM,PMC,,,,
PMC9476854,the pancreatic tumor tissue samples,PROBLEM,PMC,,,,
PMC9476854,hepatitis b virus x antigen expression,PROBLEM,PMC,,,,
PMC9476854,active cell proliferation,PROBLEM,PMC,C1326160,activated T cell proliferation,GO,Cell Function
PMC9476854,immunohistochemistry,TEST,PMC,C0021044,Immunohistochemistry,MTH,Diagnostic Procedure
PMC9476854,pdac in the pancreatic tumor tissue samples,PROBLEM,PMC,,,,
PMC9476854,pdac,PROBLEM,PMC,,,,
PMC9476854,viral replication,PROBLEM,PMC,C0042774,Virus Replication,MSH,Cell Function
PMC9476854,hepatitis b virus x protein expression,PROBLEM,PMC,,,,
PMC9476854,the tumor tissue,PROBLEM,PMC,C5237816,Percent Tumor Tissue,NCI,Quantitative Concept
PMC9476854,hbv infection,PROBLEM,PMC,C3854623,Perinatal HBV infection,MDR,Disease or Syndrome
PMC9476854,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC9476854,pdac,PROBLEM,PMC,,,,
PMC9476854,viral replication,PROBLEM,PMC,C0042774,Virus Replication,MSH,Cell Function
PMC9476854,hepatitis b virus x protein expression,PROBLEM,PMC,,,,
PMC9476854,the tumor tissue,PROBLEM,PMC,C5237816,Percent Tumor Tissue,NCI,Quantitative Concept
PMC9476854,hbv infection,PROBLEM,PMC,C3854623,Perinatal HBV infection,MDR,Disease or Syndrome
PMC9476854,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC9476854,pdac,PROBLEM,PMC,,,,
PMC9476854,hbsagnegative,TEST,PMC,,,,
PMC9476854,antihbcpositive,TEST,PMC,,,,
PMC9476854,silent viral replication,PROBLEM,PMC,,,,
PMC9476854,prooncogenic hbx protein expression,PROBLEM,PMC,,,,
PMC9476854,the tumor tissue,PROBLEM,PMC,C5237816,Percent Tumor Tissue,NCI,Quantitative Concept
PMC9476854,hbv infection,PROBLEM,PMC,C3854623,Perinatal HBV infection,MDR,Disease or Syndrome
PMC9476854,pc development,PROBLEM,PMC,,,,
PMC9476854,pbi,PROBLEM,PMC,C1424926,APOBEC3C gene,MTH,Gene or Genome
PMC9476854,pdac,PROBLEM,PMC,,,,
PMC8444192,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC8444192,a lethal malignancy,PROBLEM,PMC,C0908283,"L3MBTL1 protein, human",MSH,"Amino Acid, Peptide, or Protein, Biologically Active Substance"
PMC8444192,its prevalence rate,TEST,PMC,,,,
PMC8444192,pc,PROBLEM,PMC,C1418288,PC gene,MTH,Gene or Genome
PMC8444192,metastatic pc,PROBLEM,PMC,,,,
PMC8444192,latestage stage iv pc,PROBLEM,PMC,,,,
PMC8444192,pc,PROBLEM,PMC,C1418288,PC gene,MTH,Gene or Genome
PMC8444192,any specific clinical manifestations,PROBLEM,PMC,,,,
PMC8444192,inoperable,PROBLEM,PMC,C0205187,Inoperable,SNOMEDCT_US,Qualitative Concept
PMC8444192,curativeintent surgery,TREATMENT,PMC,,,,
PMC8444192,complications,PROBLEM,PMC,C0009566,Complication,MTH,Pathologic Function
PMC8444192,surgery,TREATMENT,PMC,C0038894,Surgery specialty,MTH,Biomedical Occupation or Discipline
PMC8444192,postoperative pancreatic fistula,PROBLEM,PMC,,,,
PMC8444192,recurrence,PROBLEM,PMC,C0034897,Recurrence,MTH,Phenomenon or Process
PMC8444192,metastatic foci,PROBLEM,PMC,,,,
PMC8444192,the management,TREATMENT,PMC,C0376636,Disease Management,MTH,Health Care Activity
PMC8444192,metastatic pc,PROBLEM,PMC,,,,
PMC8444192,metastasis,PROBLEM,PMC,C4255448,Metastasis,MTH,Pathologic Function
PMC8444192,a formidable challenge,PROBLEM,PMC,,,,
PMC8444192,metastatic pc,PROBLEM,PMC,,,,
PMC8444192,epithelialmesenchymal transition,PROBLEM,PMC,,,,
PMC8444192,nfκb,TEST,PMC,C0663914,IkappaB kinase,MTH,"Amino Acid, Peptide, or Protein, Enzyme"
PMC8444192,kras,TEST,PMC,C1537502,KRAS gene,MTH,Gene or Genome
PMC8444192,imaging,TEST,PMC,C0079595,Imaging Techniques,MTH,Diagnostic Procedure
PMC8444192,early detection,TEST,PMC,C0596473,Early Diagnosis,MSH,Diagnostic Procedure
PMC8444192,biomarkers,TEST,PMC,C0005516,Biological Markers,MTH,Clinical Attribute
PMC8444192,carbohydrate antigen,TEST,PMC,C0443758,Carbohydrate antigen,SNOMEDCT_US,"Organic Chemical, Immunologic Factor"
PMC8444192,prostate cancerassociated,PROBLEM,PMC,,,,
PMC8444192,fboxlrrrepeat protein,TEST,PMC,,,,
PMC8444192,tumor stroma,PROBLEM,PMC,C1276696,Tumor invasion into stroma,SNOMEDCT_US,Finding
PMC8444192,metastatic pc,PROBLEM,PMC,,,,
PMC8444192,pc,PROBLEM,PMC,C1418288,PC gene,MTH,Gene or Genome
PMC8444192,a less feasible screening protocol,TREATMENT,PMC,,,,
PMC8444192,biomarkers,TEST,PMC,C0005516,Biological Markers,MTH,Clinical Attribute
PMC8444192,early detection,TEST,PMC,C0596473,Early Diagnosis,MSH,Diagnostic Procedure
PMC8444192,signaling pathways,PROBLEM,PMC,C0037080,Signal Pathways,MSH,Molecular Function
PMC8444192,pc,PROBLEM,PMC,C1418288,PC gene,MTH,Gene or Genome
PMC8444192,imaging modalities,TEST,PMC,C1275506,Imaging modality,MTH,Functional Concept
PMC8444192,pathological changes,PROBLEM,PMC,C0234769,Pathologic change of voice,SNOMEDCT_US,Sign or Symptom
PMC8444192,this disease,PROBLEM,PMC,C1548571,Infectious disease: this location can be used for isolation,HL7V2.5,Intellectual Product
PMC4304507,pancreatic cancer therapy,TREATMENT,PMC,,,,
PMC4304507,borderline resectable pancreatic cancer,PROBLEM,PMC,C4763562,Borderline Resectable Pancreatic Ductal Adenocarcinoma,NCI,Neoplastic Process
PMC4304507,resectable and locally advanced pancreatic cancers,PROBLEM,PMC,,,,
PMC4304507,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4304507,a cancer,PROBLEM,PMC,C0346627,Intestinal Cancer,MTH,Neoplastic Process
PMC4304507,r2 resection,TREATMENT,PMC,C1621003,"Oncology; disease status; pancreatic cancer, limited to adenocarcinoma; post r1 or r2 resection with no evidence of disease progression, or metastases (for use in a medicare-approved demonstration project)",HCPCS,Therapeutic or Preventive Procedure
PMC4304507,marginnegative resection,TREATMENT,PMC,,,,
PMC4304507,a fundamental requirement,PROBLEM,PMC,,,,
PMC4304507,curing pancreatic cancer,PROBLEM,PMC,,,,
PMC4304507,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4304507,brpc,PROBLEM,PMC,C1702277,4-bromopyrrole-2-carboxy-N(epsilon)lysine,MSH,"Amino Acid, Peptide, or Protein, Biologically Active Substance"
PMC4304507,recent issues,PROBLEM,PMC,,,,
PMC4304507,current available surgical techniques,TREATMENT,PMC,,,,
PMC4304507,pd,TREATMENT,PMC,C5575533,ITMIG MRECIST Progressive Disease,MTH,Classification
PMC4304507,vascular resection,TREATMENT,PMC,C3523926,Resection of extradural vascular lesion of clivus,CPT,Therapeutic or Preventive Procedure
PMC4304507,advanced pancreatic cancer,PROBLEM,PMC,,,,
PMC4304507,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4304507,locally advanced cancer,PROBLEM,PMC,C0677984,Locally Advanced Malignant Neoplasm,MTH,Neoplastic Process
PMC4304507,extensive biologic properties,PROBLEM,PMC,,,,
PMC4304507,radiotherapy,TREATMENT,PMC,C0034619,radiotherapeutic,MTH,Intellectual Product
PMC4304507,anatomic relationships between tumor and vessels,PROBLEM,PMC,,,,
PMC4304507,brpc,PROBLEM,PMC,C1702277,4-bromopyrrole-2-carboxy-N(epsilon)lysine,MSH,"Amino Acid, Peptide, or Protein, Biologically Active Substance"
PMC4304507,current surgical techniques,TREATMENT,PMC,,,,
PMC4304507,isolated venous involvement,PROBLEM,PMC,,,,
PMC4304507,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4304507,neoadjuvant treatment,TREATMENT,PMC,C0600558,Neoadjuvant Therapy,MTH,Therapeutic or Preventive Procedure
PMC4304507,this specific tumor conditionrecently,PROBLEM,PMC,,,,
PMC4304507,pancreatectomy,TREATMENT,PMC,C0030279,Pancreatectomy,MTH,Therapeutic or Preventive Procedure
PMC4304507,neoadjuvant therapy,TREATMENT,PMC,C0600558,Neoadjuvant Therapy,MTH,Therapeutic or Preventive Procedure
PMC4304507,advanced pancreatic cancer,PROBLEM,PMC,,,,
PMC4304507,current available surgical techniques,TREATMENT,PMC,,,,
PMC4304507,pd,TREATMENT,PMC,C5575533,ITMIG MRECIST Progressive Disease,MTH,Classification
PMC4304507,vascular resection,TREATMENT,PMC,C3523926,Resection of extradural vascular lesion of clivus,CPT,Therapeutic or Preventive Procedure
PMC4304507,advanced pancreatic cancer,PROBLEM,PMC,,,,
PMC4304507,vascular involvement,PROBLEM,PMC,C5384620,Hb-SS disease with cerebral vascular involvement,ICD10CM,Disease or Syndrome
PMC4304507,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4304507,locally advanced cancer,PROBLEM,PMC,C0677984,Locally Advanced Malignant Neoplasm,MTH,Neoplastic Process
PMC4304507,extensive biologic properties,PROBLEM,PMC,,,,
PMC4304507,preoperative neoadjuvant therapy,TREATMENT,PMC,,,,
PMC4304507,radiotherapy,TREATMENT,PMC,C0034619,radiotherapeutic,MTH,Intellectual Product
PMC4304507,anatomic relationships between tumor and vessels,PROBLEM,PMC,,,,
PMC4304507,brpc,PROBLEM,PMC,C1702277,4-bromopyrrole-2-carboxy-N(epsilon)lysine,MSH,"Amino Acid, Peptide, or Protein, Biologically Active Substance"
PMC4304507,current surgical techniques,TREATMENT,PMC,,,,
PMC4304507,isolated venous involvement,PROBLEM,PMC,,,,
PMC4304507,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
PMC4304507,neoadjuvant treatment,TREATMENT,PMC,C0600558,Neoadjuvant Therapy,MTH,Therapeutic or Preventive Procedure
PMC4304507,this specific tumor condition,PROBLEM,PMC,,,,
PMC4304507,pancreatectomy,TREATMENT,PMC,C0030279,Pancreatectomy,MTH,Therapeutic or Preventive Procedure
PMC4304507,neoadjuvant therapy,TREATMENT,PMC,C0600558,Neoadjuvant Therapy,MTH,Therapeutic or Preventive Procedure
PMC4304507,advanced pancreatic cancer,PROBLEM,PMC,,,,
PMC4304507,brpc,PROBLEM,PMC,C1702277,4-bromopyrrole-2-carboxy-N(epsilon)lysine,MSH,"Amino Acid, Peptide, or Protein, Biologically Active Substance"
PMC4304507,neoadjuvnat therapy protocol,TREATMENT,PMC,,,,
PMC4304507,operative,TEST,PMC,C1882154,Operative,NCI,Temporal Concept
PMC4304507,pathologic examination,TEST,PMC,C4086729,Pathologic Examination,NCI,Diagnostic Procedure
PMC4304507,histologic response,PROBLEM,PMC,,,,
PMC4304507,pancreatectomy,TREATMENT,PMC,C0030279,Pancreatectomy,MTH,Therapeutic or Preventive Procedure
PMC4304507,neoadjuvnat therapy,TREATMENT,PMC,,,,
PMC4304507,brpc,PROBLEM,PMC,C1702277,4-bromopyrrole-2-carboxy-N(epsilon)lysine,MSH,"Amino Acid, Peptide, or Protein, Biologically Active Substance"
PMC12112120,pancreatic cancer,PROBLEM,PMC,C0235974,Pancreatic carcinoma,MTH,Neoplastic Process
